# This file contains frame element data, the format is:
# sprite x y flipped next
714 -6 1 n 0
268 -8 -15 f 1179
42 -9 -28 f 1180
444 -9 -23 f 1181
714 -2 0 n 1182
714 -9 0 n 0
269 -8 -15 f 1184
43 -10 -29 f 1185
449 -11 -23 f 1186
714 -5 0 n 1187
714 -3 0 n 0
270 -7 -14 f 1189
43 -10 -28 f 1190
449 -11 -22 f 1191
714 -9 0 n 1192
714 -2 0 n 0
271 -8 -14 f 1194
43 -10 -29 f 1195
449 -11 -23 f 1196
714 -3 0 n 1197
714 -5 0 n 0
272 -7 -13 f 1199
43 -10 -28 f 1200
449 -11 -22 f 1201
714 -9 0 n 1202
714 -2 0 n 0
273 -7 -14 f 1204
44 -8 -29 f 1205
452 -8 -23 f 1206
857 -17 -21 f 1207
714 -5 -1 n 1208
714 -3 -2 n 0
274 -7 -15 f 1210
44 -8 -28 f 1211
452 -8 -22 f 1212
857 -17 -20 f 1213
714 -5 0 n 0
275 -7 -16 f 1215
44 -8 -29 f 1216
452 -8 -23 f 1217
857 -17 -21 f 1218
714 -3 -1 n 1219
714 -6 -2 n 0
276 -7 -15 f 1221
44 -8 -28 f 1222
452 -8 -22 f 1223
857 -17 -20 f 1224
714 -9 0 n 1225
714 -1 0 n 0
45 -8 -30 n 1227
277 -8 -15 n 1228
456 -8 -24 n 1229
858 -3 -20 n 1230
714 -8 0 n 1231
714 -5 -1 n 0
278 -8 -17 n 1233
45 -8 -31 n 1234
456 -8 -25 n 1235
858 -3 -21 n 1236
714 -8 -1 n 1237
714 -5 -2 n 0
279 -8 -16 n 1239
45 -8 -30 n 1240
456 -8 -24 n 1241
858 -3 -20 n 1242
714 -5 0 n 1243
714 -8 -1 n 0
280 -8 -16 n 1245
45 -8 -31 n 1246
456 -8 -25 n 1247
858 -3 -21 n 1248
714 -5 0 n 1249
714 -7 -1 n 0
273 -8 -14 n 1251
44 -7 -29 n 1252
451 -6 -23 n 1253
857 2 -21 n 1254
714 -6 -1 n 1255
714 -9 -2 n 0
274 -8 -15 n 1257
44 -7 -28 n 1258
451 -6 -22 n 1259
857 2 -20 n 1260
714 -7 0 n 0
275 -8 -16 n 1262
44 -7 -29 n 1263
451 -6 -23 n 1264
857 2 -21 n 1265
714 -8 -1 n 1266
714 -5 -2 n 0
276 -8 -15 n 1268
44 -7 -28 n 1269
451 -6 -22 n 1270
857 2 -20 n 1271
714 -2 0 n 1272
714 -10 0 n 0
269 -7 -15 n 1274
43 -6 -30 n 1275
449 -5 -24 n 1276
856 2 -22 n 1277
714 -8 0 n 1278
714 -6 0 n 0
270 -8 -14 n 1280
43 -6 -29 n 1281
449 -5 -23 n 1282
856 2 -21 n 1283
714 -9 0 n 1284
714 -2 0 n 0
271 -7 -14 n 1286
43 -6 -30 n 1287
449 -5 -24 n 1288
856 2 -22 n 1289
714 -7 0 n 1290
714 -9 0 n 0
272 -8 -13 n 1292
43 -6 -29 n 1293
449 -5 -23 n 1294
856 2 -21 n 1295
714 -9 0 n 1296
714 -2 0 n 0
265 -8 -15 n 1298
42 -7 -29 n 1299
444 -7 -24 n 1300
855 2 -24 n 1301
714 -5 0 n 1302
714 -8 -1 n 0
266 -8 -14 n 1304
42 -7 -28 n 1305
444 -7 -23 n 1306
855 2 -23 n 1307
714 -6 0 n 0
267 -7 -15 n 1309
42 -7 -29 n 1310
444 -7 -24 n 1311
855 2 -24 n 1312
714 -7 0 n 1313
714 -5 1 n 0
268 -7 -15 n 1315
42 -7 -28 n 1316
444 -7 -23 n 1317
855 2 -23 n 1318
714 -2 0 n 1319
714 -9 0 n 0
261 -8 -15 n 1321
41 -6 -29 n 1322
443 -8 -25 n 1323
714 -4 0 n 1324
714 -7 -1 n 0
262 -7 -14 n 1326
41 -6 -28 n 1327
443 -8 -24 n 1328
714 -7 0 n 1329
714 -4 0 n 0
263 -7 -15 n 1331
41 -6 -29 n 1332
443 -8 -25 n 1333
714 -8 0 n 1334
714 -5 -1 n 0
264 -8 -14 n 1336
41 -6 -28 n 1337
443 -8 -24 n 1338
714 -4 0 n 1339
714 -7 0 n 0
265 -8 -15 f 1341
42 -9 -29 f 1342
444 -9 -24 f 1343
855 -18 -24 f 1344
714 -7 0 n 1345
714 -3 -1 n 0
266 -7 -14 f 1347
42 -9 -28 f 1348
444 -9 -23 f 1349
855 -18 -23 f 1350
714 -5 0 n 0
267 -8 -15 f 1352
42 -9 -29 f 1353
444 -9 -24 f 1354
855 -18 -24 f 1355
714 -4 0 n 1356
714 -6 1 n 0
268 -8 -15 f 1358
42 -9 -28 f 1359
444 -9 -23 f 1360
855 -18 -23 f 1361
714 -9 0 n 1362
714 -2 0 n 0
269 -8 -15 f 1364
43 -10 -29 f 1365
449 -11 -23 f 1366
856 -18 -21 f 1367
714 -5 0 n 1368
714 -3 0 n 0
270 -7 -14 f 1370
43 -10 -28 f 1371
449 -11 -22 f 1372
856 -18 -20 f 1373
714 -2 0 n 1374
714 -9 0 n 0
271 -8 -14 f 1376
43 -10 -29 f 1377
449 -11 -23 f 1378
856 -18 -21 f 1379
714 -5 0 n 1380
714 -3 0 n 0
272 -7 -13 f 1382
43 -10 -28 f 1383
449 -11 -22 f 1384
856 -18 -20 f 1385
714 -2 0 n 1386
714 -9 0 n 0
273 -7 -14 f 1388
44 -8 -29 f 1389
452 -8 -23 f 1390
853 -17 -19 f 1391
727 -20 -16 f 1392
714 -5 -1 n 1393
714 -3 -2 n 0
274 -7 -15 f 1395
44 -8 -28 f 1396
452 -8 -22 f 1397
853 -17 -18 f 1398
726 -22 -15 n 1399
714 -5 0 n 0
275 -7 -16 f 1401
44 -8 -29 f 1402
452 -8 -23 f 1403
853 -17 -19 f 1404
727 -22 -16 n 1405
714 -3 -1 n 1406
714 -7 -2 n 0
276 -7 -15 f 1408
44 -8 -28 f 1409
452 -8 -22 f 1410
853 -17 -18 f 1411
726 -20 -15 f 1412
714 -9 0 n 1413
714 -1 0 n 0
45 -8 -30 n 1415
277 -8 -15 n 1416
456 -8 -24 n 1417
854 -3 -18 n 1418
726 -8 -19 f 1419
714 -8 0 n 1420
714 -5 -1 n 0
278 -8 -17 n 1422
45 -8 -31 n 1423
456 -8 -25 n 1424
854 -3 -19 n 1425
727 -10 -20 n 1426
714 -8 -1 n 1427
714 -5 -2 n 0
279 -8 -16 n 1429
45 -8 -30 n 1430
456 -8 -24 n 1431
854 -3 -18 n 1432
726 -10 -19 n 1433
714 -5 0 n 1434
714 -8 -1 n 0
280 -8 -16 n 1436
45 -8 -31 n 1437
456 -8 -25 n 1438
854 -3 -19 n 1439
727 -8 -20 f 1440
714 -5 0 n 1441
714 -8 -1 n 0
273 -8 -14 n 1443
44 -7 -29 n 1444
452 -7 -23 n 1445
853 2 -19 n 1446
727 7 -16 f 1447
714 -6 -1 n 1448
714 -8 0 n 0
274 -8 -15 n 1450
44 -7 -28 n 1451
452 -7 -22 n 1452
853 2 -18 n 1453
726 5 -15 n 1454
714 -6 0 n 0
275 -8 -16 n 1456
44 -7 -29 n 1457
452 -7 -23 n 1458
853 2 -19 n 1459
727 5 -16 n 1460
714 -8 -1 n 1461
714 -4 -2 n 0
276 -8 -15 n 1463
44 -7 -28 n 1464
452 -7 -22 n 1465
853 2 -18 n 1466
726 7 -15 f 1467
714 -2 0 n 1468
714 -10 0 n 0
269 -7 -15 n 1470
43 -6 -30 n 1471
449 -5 -24 n 1472
852 3 -21 n 1473
726 13 -22 f 1474
714 -6 0 n 1475
714 -8 0 n 0
270 -8 -14 n 1477
43 -6 -29 n 1478
449 -5 -23 n 1479
852 3 -20 n 1480
727 11 -21 n 1481
714 -9 0 n 1482
714 -2 0 n 0
271 -7 -14 n 1484
43 -6 -30 n 1485
449 -5 -24 n 1486
852 3 -21 n 1487
726 11 -22 n 1488
714 -6 0 n 1489
714 -8 0 n 0
272 -8 -13 n 1491
43 -6 -29 n 1492
449 -5 -23 n 1493
852 3 -20 n 1494
727 13 -21 f 1495
714 -9 0 n 1496
714 -2 0 n 0
265 -8 -15 n 1498
42 -7 -29 n 1499
444 -7 -24 n 1500
851 3 -22 n 1501
727 8 -26 f 1502
714 -5 0 n 1503
714 -8 -1 n 0
266 -8 -14 n 1505
42 -7 -28 n 1506
444 -7 -23 n 1507
851 3 -21 n 1508
726 6 -25 n 1509
714 -6 0 n 0
267 -7 -15 n 1511
42 -7 -29 n 1512
444 -7 -24 n 1513
851 3 -22 n 1514
727 6 -26 n 1515
714 -7 0 n 1516
714 -5 1 n 0
268 -7 -15 n 1518
42 -7 -28 n 1519
444 -7 -23 n 1520
851 3 -21 n 1521
726 8 -25 f 1522
714 -2 0 n 1523
714 -9 0 n 0
261 -8 -15 n 1525
41 -6 -29 n 1526
443 -8 -25 n 1527
714 -4 0 n 1528
714 -7 -1 n 0
262 -7 -14 n 1530
41 -6 -28 n 1531
443 -8 -24 n 1532
714 -7 0 n 1533
714 -4 0 n 0
263 -7 -15 n 1535
41 -6 -29 n 1536
443 -8 -25 n 1537
714 -5 -1 n 1538
714 -8 0 n 0
264 -8 -14 n 1540
41 -6 -28 n 1541
443 -8 -24 n 1542
714 -7 0 n 1543
714 -4 0 n 0
265 -8 -15 f 1545
42 -9 -29 f 1546
444 -9 -24 f 1547
851 -19 -22 f 1548
726 -22 -26 f 1549
714 -7 0 n 1550
714 -4 -1 n 0
266 -7 -14 f 1552
42 -9 -28 f 1553
444 -9 -23 f 1554
851 -19 -21 f 1555
727 -24 -25 n 1556
714 -5 0 n 0
267 -8 -15 f 1558
42 -9 -29 f 1559
444 -9 -24 f 1560
851 -19 -22 f 1561
726 -24 -26 n 1562
714 -4 0 n 1563
714 -7 1 n 0
268 -8 -15 f 1565
42 -9 -28 f 1566
444 -9 -23 f 1567
851 -19 -21 f 1568
727 -22 -25 f 1569
714 -9 0 n 1570
714 -2 0 n 0
269 -8 -15 f 1572
43 -10 -29 f 1573
449 -11 -23 f 1574
852 -19 -20 f 1575
726 -27 -20 f 1576
714 -5 0 n 1577
714 -3 0 n 0
270 -7 -14 f 1579
43 -10 -28 f 1580
449 -11 -22 f 1581
852 -19 -19 f 1582
727 -27 -19 f 1583
714 -9 0 n 1584
714 -2 0 n 0
271 -8 -14 f 1586
43 -10 -29 f 1587
449 -11 -23 f 1588
852 -19 -20 f 1589
726 -27 -20 f 1590
714 -3 0 n 1591
714 -5 0 n 0
272 -7 -13 f 1593
43 -10 -28 f 1594
449 -11 -22 f 1595
852 -19 -19 f 1596
727 -29 -19 n 1597
714 -2 0 n 1598
714 -9 0 n 0
273 -7 -14 f 1600
44 -8 -29 f 1601
453 -10 -23 f 1602
714 -5 -1 n 1603
714 -2 -2 n 0
274 -7 -15 f 1605
44 -8 -28 f 1606
453 -10 -22 f 1607
714 -5 0 n 0
275 -7 -16 f 1609
44 -8 -29 f 1610
453 -10 -24 f 1611
714 -3 -1 n 1612
714 -6 -2 n 0
276 -7 -15 f 1614
44 -8 -28 f 1615
453 -10 -22 f 1616
714 -9 0 n 1617
714 -1 0 n 0
45 -8 -30 n 1619
277 -8 -15 n 1620
455 -8 -24 n 1621
714 -8 0 n 1622
714 -5 -1 n 0
278 -8 -17 n 1624
45 -8 -31 n 1625
455 -8 -25 n 1626
714 -8 -1 n 1627
714 -5 -2 n 0
279 -8 -16 n 1629
45 -8 -30 n 1630
455 -8 -24 n 1631
714 -5 0 n 1632
714 -8 -1 n 0
280 -8 -16 n 1634
45 -8 -31 n 1635
455 -8 -25 n 1636
714 -5 0 n 1637
714 -7 -1 n 0
273 -8 -14 n 1639
44 -7 -29 n 1640
453 -5 -23 n 1641
714 -6 -1 n 1642
714 -8 0 n 0
274 -8 -15 n 1644
44 -7 -28 n 1645
453 -5 -22 n 1646
714 -6 0 n 0
275 -8 -16 n 1648
44 -7 -29 n 1649
453 -5 -23 n 1650
714 -8 -1 n 1651
714 -4 -2 n 0
276 -8 -15 n 1653
44 -7 -28 n 1654
453 -5 -22 n 1655
714 -2 0 n 1656
714 -10 0 n 0
269 -7 -15 n 1658
43 -6 -30 n 1659
448 -5 -25 n 1660
714 -6 0 n 1661
714 -8 0 n 0
270 -8 -14 n 1663
43 -6 -29 n 1664
448 -5 -24 n 1665
714 -9 0 n 1666
714 -2 0 n 0
271 -7 -14 n 1668
43 -6 -30 n 1669
448 -5 -25 n 1670
714 -6 0 n 1671
714 -8 0 n 0
272 -8 -13 n 1673
43 -6 -29 n 1674
448 -5 -24 n 1675
714 -9 0 n 1676
714 -2 0 n 0
265 -8 -15 n 1678
42 -7 -29 n 1679
446 -7 -24 n 1680
714 -5 0 n 1681
714 -8 -1 n 0
266 -8 -14 n 1683
42 -7 -28 n 1684
446 -7 -23 n 1685
714 -6 0 n 0
267 -7 -15 n 1687
42 -7 -29 n 1688
446 -7 -24 n 1689
714 -7 0 n 1690
714 -5 1 n 0
268 -7 -15 n 1692
42 -7 -28 n 1693
446 -7 -23 n 1694
714 -2 0 n 1695
714 -9 0 n 0
261 -8 -15 n 1697
41 -6 -29 n 1698
441 -8 -26 n 1699
714 -4 0 n 1700
714 -7 -1 n 0
262 -7 -14 n 1702
41 -6 -28 n 1703
441 -8 -25 n 1704
714 -7 0 n 1705
714 -4 0 n 0
263 -7 -15 n 1707
41 -6 -29 n 1708
441 -8 -26 n 1709
714 -4 -1 n 1710
714 -8 0 n 0
264 -8 -14 n 1712
41 -6 -28 n 1713
441 -8 -25 n 1714
714 -4 0 n 1715
714 -7 0 n 0
265 -8 -15 f 1717
42 -9 -29 f 1718
446 -9 -24 f 1719
714 -7 0 n 1720
714 -3 -1 n 0
266 -7 -14 f 1722
42 -9 -28 f 1723
446 -9 -23 f 1724
714 -5 0 n 1725
714 -6 0 n 0
267 -8 -15 f 1727
42 -9 -29 f 1728
446 -9 -24 f 1729
714 -4 0 n 1730
714 -6 1 n 0
268 -8 -15 f 1732
42 -9 -28 f 1733
446 -9 -23 f 1734
714 -9 0 n 1735
714 -2 0 n 0
269 -8 -15 f 1737
43 -9 -29 f 1738
448 -10 -25 f 1739
714 -3 0 n 1740
714 -5 0 n 0
270 -7 -14 f 1742
43 -9 -28 f 1743
448 -10 -24 f 1744
714 -9 0 n 1745
714 -2 0 n 0
271 -8 -14 f 1747
43 -9 -29 f 1748
448 -10 -25 f 1749
714 -3 0 n 1750
714 -5 0 n 0
272 -7 -13 f 1752
43 -9 -28 f 1753
448 -10 -24 f 1754
714 -9 0 n 1755
714 -2 0 n 0
264 -7 -14 f 1757
44 -9 -29 f 1758
452 -9 -23 f 1759
714 -4 0 n 1760
714 -7 0 n 0
264 -7 -14 f 1762
452 -9 -23 f 1763
44 -9 -29 f 1764
724 -18 -18 f 1765
714 -4 0 n 1766
714 -7 0 n 0
277 -7 -15 n 1768
45 -7 -30 n 1769
457 -8 -24 n 1770
714 -7 0 n 1771
714 -4 -1 n 0
277 -7 -15 n 1773
45 -7 -30 n 1774
457 -8 -24 n 1775
725 -8 -19 n 1776
714 -4 -1 n 1777
714 -7 0 n 0
264 -8 -14 n 1779
44 -6 -29 n 1780
452 -6 -23 n 1781
714 -4 0 n 1782
714 -7 0 n 0
264 -8 -14 n 1784
452 -6 -23 n 1785
44 -6 -29 n 1786
724 3 -18 n 1787
714 -7 0 n 1788
714 -4 0 n 0
266 -8 -14 f 1790
43 -6 -30 n 1791
450 -6 -24 n 1792
714 -7 0 n 0
266 -8 -14 f 1794
450 -6 -24 n 1795
43 -6 -30 n 1796
723 4 -23 n 1797
714 -7 0 n 0
266 -8 -14 n 1799
42 -6 -29 n 1800
445 -7 -24 n 1801
714 -6 0 n 0
266 -8 -14 n 1803
445 -7 -24 n 1804
42 -6 -29 n 1805
722 0 -24 n 1806
714 -6 0 n 0
264 -6 -14 f 1808
443 -7 -25 n 1809
41 -5 -30 n 1810
714 -6 0 n 1811
714 -3 0 n 0
264 -6 -14 f 1813
738 -9 -27 n 1814
443 -7 -25 n 1815
41 -5 -30 n 1816
714 -3 0 n 1817
714 -6 0 n 0
266 -8 -14 f 1819
42 -10 -29 f 1820
445 -9 -24 f 1821
714 -6 0 n 0
266 -8 -14 f 1823
445 -9 -24 f 1824
42 -10 -29 f 1825
722 -16 -24 f 1826
714 -6 0 n 0
43 -9 -30 f 1828
450 -10 -24 f 1829
266 -8 -14 n 1830
714 -6 0 n 0
266 -8 -14 n 1832
450 -10 -24 f 1833
43 -9 -30 f 1834
723 -20 -23 f 1835
714 -6 0 n 0
264 -7 -14 f 1837
44 -9 -29 f 1838
451 -10 -23 f 1839
714 -7 0 n 1840
714 -4 0 n 0
44 -8 -29 f 1842
724 -20 -16 f 1843
451 -9 -23 f 1844
262 -6 -14 n 1845
714 -3 0 n 1846
714 -6 0 n 0
277 -7 -15 n 1848
45 -7 -31 n 1849
456 -7 -25 n 1850
714 -7 0 n 1851
714 -4 -1 n 0
455 -7 -26 n 1853
278 -7 -16 n 1854
725 -8 -22 n 1855
45 -8 -32 f 1856
714 -7 0 n 1857
714 -4 -1 n 1858
714 -4 -2 n 0
264 -8 -14 n 1860
44 -6 -29 n 1861
451 -5 -23 n 1862
714 -4 0 n 1863
714 -7 0 n 0
44 -7 -29 n 1865
724 4 -16 n 1866
451 -6 -23 n 1867
262 -9 -14 f 1868
714 -8 0 n 1869
714 -5 0 n 0
266 -8 -14 f 1871
43 -6 -30 n 1872
449 -5 -24 n 1873
714 -6 0 n 0
43 -7 -30 n 1875
723 5 -23 n 1876
449 -6 -24 n 1877
266 -9 -14 n 1878
714 -7 0 n 0
266 -8 -14 n 1880
42 -6 -29 n 1881
444 -6 -24 n 1882
714 -6 0 n 0
42 -7 -29 n 1884
722 3 -23 n 1885
266 -8 -14 f 1886
444 -7 -24 n 1887
714 -7 0 n 0
264 -6 -14 f 1889
443 -7 -25 n 1890
41 -5 -30 n 1891
714 -6 0 n 1892
714 -3 0 n 0
262 -6 -14 n 1894
738 -8 -29 n 1895
443 -7 -24 n 1896
41 -5 -29 n 1897
714 -3 0 n 1898
714 -6 0 n 0
266 -8 -14 f 1900
42 -10 -29 f 1901
444 -10 -24 f 1902
714 -6 0 n 0
42 -9 -29 f 1904
722 -19 -23 f 1905
266 -8 -14 n 1906
444 -9 -24 f 1907
714 -5 0 n 0
43 -9 -30 f 1909
266 -8 -14 n 1910
449 -11 -24 f 1911
714 -6 0 n 0
43 -8 -30 f 1913
723 -20 -23 f 1914
449 -10 -24 f 1915
266 -7 -14 f 1916
714 -5 0 n 0
264 -7 -14 f 1918
44 -8 -29 f 1919
451 -9 -23 f 1920
857 -18 -21 f 1921
724 -25 -16 f 1922
714 -7 0 n 1923
714 -4 0 n 0
262 -7 -14 n 1925
452 -9 -23 f 1926
44 -9 -29 f 1927
857 -19 -21 f 1928
728 -26 -15 f 1929
714 -4 0 n 1930
714 -7 0 n 0
264 -7 -14 f 1932
44 -8 -29 f 1933
451 -9 -23 f 1934
857 -18 -21 f 1935
724 -24 -13 f 1936
714 -7 0 n 1937
714 -4 0 n 0
262 -7 -14 n 1939
452 -9 -23 f 1940
44 -9 -29 f 1941
857 -19 -21 f 1942
728 -24 -16 f 1943
714 -4 0 n 1944
714 -7 0 n 0
45 -6 -31 n 1946
456 -6 -25 n 1947
277 -6 -15 n 1948
858 -1 -19 n 1949
738 -5 -22 n 1950
714 -6 0 n 1951
714 -3 -1 n 0
456 -6 -26 n 1953
45 -6 -32 n 1954
277 -6 -15 n 1955
858 -1 -19 n 1956
725 -8 -19 n 1957
714 -6 0 n 1958
714 -3 -1 n 0
277 -6 -15 n 1960
456 -6 -25 n 1961
45 -6 -31 n 1962
858 -1 -19 n 1963
738 -4 -19 n 1964
714 -6 0 n 1965
714 -3 -1 n 0
45 -6 -32 n 1967
456 -6 -26 n 1968
277 -6 -15 n 1969
858 -1 -19 n 1970
725 -3 -19 n 1971
714 -6 0 n 1972
714 -3 -1 n 0
262 -9 -14 f 1974
44 -7 -29 n 1975
451 -6 -23 n 1976
857 4 -21 n 1977
728 8 -14 n 1978
714 -5 0 n 1979
714 -8 0 n 0
264 -9 -14 n 1981
452 -8 -23 n 1982
857 3 -21 n 1983
44 -8 -29 n 1984
724 8 -14 n 1985
714 -5 0 n 1986
714 -8 0 n 0
262 -9 -14 f 1988
451 -6 -23 n 1989
857 4 -21 n 1990
44 -7 -29 n 1991
728 9 -17 n 1992
714 -5 0 n 1993
714 -8 0 n 0
264 -9 -14 n 1995
452 -8 -23 n 1996
857 3 -21 n 1997
44 -8 -29 n 1998
724 6 -14 n 1999
714 -5 0 n 2000
714 -8 0 n 0
266 -8 -14 f 2002
43 -6 -30 n 2003
449 -5 -24 n 2004
856 3 -23 n 2005
737 16 -23 n 2006
714 -6 0 n 0
450 -7 -24 n 2008
266 -9 -14 n 2009
43 -7 -30 n 2010
856 2 -23 n 2011
723 13 -20 n 2012
714 -7 0 n 0
449 -5 -24 n 2014
266 -8 -14 f 2015
43 -6 -30 n 2016
856 3 -23 n 2017
737 16 -22 n 2018
714 -6 0 n 0
450 -7 -24 n 2020
266 -9 -14 n 2021
43 -7 -30 n 2022
856 2 -23 n 2023
723 13 -23 n 2024
714 -7 0 n 0
42 -6 -29 n 2026
444 -6 -24 n 2027
855 3 -25 n 2028
266 -7 -14 f 2029
722 7 -28 n 2030
714 -6 0 n 0
266 -8 -14 n 2032
444 -7 -24 n 2033
42 -7 -29 n 2034
721 5 -28 n 2035
855 2 -25 n 2036
714 -6 0 n 0
42 -6 -29 n 2038
266 -7 -14 f 2039
722 6 -25 n 2040
444 -6 -24 n 2041
855 3 -25 n 2042
714 -6 0 n 0
266 -8 -14 n 2044
42 -7 -29 n 2045
721 8 -28 n 2046
444 -7 -24 n 2047
855 2 -25 n 2048
714 -6 0 n 0
264 -6 -14 f 2050
738 -9 -28 n 2051
443 -7 -24 n 2052
41 -5 -28 n 2053
714 -6 0 n 2054
714 -3 0 n 0
262 -6 -14 n 2056
725 -7 -32 n 2057
443 -7 -25 n 2058
41 -5 -29 n 2059
714 -3 0 n 2060
714 -6 0 n 0
264 -6 -14 f 2062
738 -1 -27 n 2063
443 -7 -24 n 2064
41 -5 -28 n 2065
714 -3 0 n 2066
714 -6 0 n 0
262 -6 -14 n 2068
443 -7 -25 n 2069
41 -5 -29 n 2070
714 -3 0 n 2071
714 -6 0 n 0
266 -7 -14 f 2073
42 -10 -29 f 2074
444 -10 -24 f 2075
722 -21 -26 f 2076
855 -19 -25 f 2077
714 -5 0 n 0
444 -9 -24 f 2079
266 -8 -14 n 2080
721 -22 -29 f 2081
855 -18 -25 f 2082
42 -9 -29 f 2083
714 -5 0 n 0
444 -10 -24 f 2085
266 -7 -14 f 2086
722 -23 -26 f 2087
855 -19 -25 f 2088
42 -10 -29 f 2089
714 -5 0 n 0
444 -9 -24 f 2091
266 -8 -14 n 2092
721 -23 -27 f 2093
855 -18 -25 f 2094
42 -9 -29 f 2095
714 -5 0 n 0
43 -9 -30 f 2097
449 -10 -24 f 2098
856 -18 -23 f 2099
737 -31 -23 f 2100
266 -7 -14 n 2101
714 -5 0 n 0
450 -8 -24 f 2103
266 -6 -14 f 2104
43 -8 -30 f 2105
856 -17 -23 f 2106
723 -28 -20 f 2107
714 -4 0 n 0
449 -10 -24 f 2109
43 -9 -30 f 2110
856 -18 -23 f 2111
737 -31 -22 f 2112
266 -7 -14 n 2113
714 -5 0 n 0
450 -8 -24 f 2115
266 -6 -14 f 2116
43 -8 -30 f 2117
856 -17 -23 f 2118
723 -28 -23 f 2119
714 -4 0 n 0
264 -7 -14 f 2121
44 -9 -29 f 2122
451 -10 -23 f 2123
728 -20 -17 f 2124
714 -4 0 n 2125
714 -7 0 n 0
264 -7 -14 f 2127
44 -9 -29 f 2128
451 -10 -23 f 2129
724 -20 -16 f 2130
714 -4 0 n 2131
714 -7 0 n 0
277 -7 -15 n 2133
45 -7 -31 n 2134
456 -7 -25 n 2135
738 -8 -20 f 2136
714 -7 0 n 2137
714 -4 -1 n 0
277 -7 -15 n 2139
45 -7 -31 n 2140
456 -7 -25 n 2141
725 -6 -18 f 2142
714 -7 0 n 2143
714 -4 -1 n 0
264 -8 -14 n 2145
44 -6 -29 n 2146
451 -5 -23 n 2147
724 5 -16 n 2148
714 -4 0 n 2149
714 -7 0 n 0
264 -8 -14 n 2151
44 -6 -29 n 2152
451 -5 -23 n 2153
728 5 -17 n 2154
714 -4 0 n 2155
714 -7 0 n 0
266 -8 -14 f 2157
43 -6 -30 n 2158
449 -5 -24 n 2159
723 6 -23 n 2160
714 -7 0 n 0
266 -8 -14 f 2162
43 -6 -30 n 2163
449 -5 -24 n 2164
737 8 -24 n 2165
714 -7 0 n 0
266 -8 -14 n 2167
42 -6 -29 n 2168
444 -6 -24 n 2169
722 4 -23 n 2170
714 -6 0 n 0
266 -8 -14 n 2172
42 -6 -29 n 2173
444 -6 -24 n 2174
721 5 -25 n 2175
714 -6 0 n 0
264 -6 -14 f 2177
443 -7 -25 n 2178
41 -5 -30 n 2179
714 -6 0 n 2180
714 -3 0 n 2181
714 -6 0 n 0
264 -6 -14 f 2183
443 -7 -25 n 2184
41 -5 -30 n 2185
714 -3 0 n 2186
714 -6 0 n 0
266 -8 -14 f 2188
42 -10 -29 f 2189
444 -10 -24 f 2190
721 -21 -25 f 2191
714 -6 0 n 0
266 -8 -14 f 2193
42 -10 -29 f 2194
444 -10 -24 f 2195
722 -20 -23 f 2196
722 -20 -23 f 2197
714 -6 0 n 0
43 -9 -30 f 2199
266 -8 -14 n 2200
449 -11 -24 f 2201
723 -22 -23 f 2202
714 -6 0 n 0
43 -9 -30 f 2204
266 -8 -14 n 2205
449 -11 -24 f 2206
737 -24 -24 f 2207
714 -6 0 n 0
264 -7 -14 f 2209
44 -9 -29 f 2210
452 -9 -23 f 2211
853 -18 -20 f 2212
754 -28 -14 f 2213
714 -7 0 n 2214
714 -4 0 n 0
264 -7 -14 f 2216
44 -9 -29 f 2217
452 -9 -23 f 2218
853 -18 -20 f 2219
753 -28 -16 f 2220
714 -7 0 n 2221
714 -4 0 n 0
264 -7 -14 f 2223
44 -9 -29 f 2224
452 -9 -23 f 2225
853 -18 -20 f 2226
752 -28 -17 f 2227
714 -7 0 n 2228
714 -4 0 n 0
264 -7 -14 f 2230
44 -9 -29 f 2231
452 -9 -23 f 2232
853 -18 -20 f 2233
751 -28 -16 f 2234
714 -7 0 n 2235
714 -4 0 n 0
45 -6 -30 n 2237
277 -6 -15 n 2238
456 -6 -24 n 2239
854 -1 -18 n 2240
827 -6 -25 n 2241
714 -6 0 n 2242
714 -3 -1 n 0
277 -6 -15 n 2244
456 -6 -24 n 2245
854 -1 -18 n 2246
45 -6 -30 n 2247
828 -5 -26 n 2248
714 -6 0 n 2249
714 -3 -1 n 0
277 -6 -15 n 2251
456 -6 -24 n 2252
854 -1 -18 n 2253
45 -6 -30 n 2254
829 -6 -26 n 2255
714 -6 0 n 2256
714 -3 -1 n 0
277 -6 -15 n 2258
456 -6 -24 n 2259
854 -1 -18 n 2260
45 -6 -30 n 2261
830 -6 -27 n 2262
714 -6 0 n 2263
714 -3 -1 n 0
44 -7 -29 n 2265
452 -7 -23 n 2266
262 -9 -14 f 2267
853 2 -20 n 2268
751 12 -16 n 2269
714 -5 0 n 2270
714 -8 0 n 0
452 -7 -23 n 2272
44 -7 -29 n 2273
262 -9 -14 f 2274
853 2 -20 n 2275
752 12 -17 n 2276
714 -8 0 n 2277
714 -5 0 n 0
262 -9 -14 f 2279
452 -7 -23 n 2280
44 -7 -29 n 2281
853 2 -20 n 2282
753 12 -16 n 2283
714 -8 0 n 2284
714 -5 0 n 0
262 -9 -14 f 2286
452 -7 -23 n 2287
44 -7 -29 n 2288
853 2 -20 n 2289
754 12 -14 n 2290
714 -8 0 n 2291
714 -5 0 n 0
266 -8 -14 f 2293
43 -6 -30 n 2294
